domain_name,category_name,test_type,difficulty,question_text
Java,Backend,TECHNICAL,MEDIUM,Explain the Spring Bean lifecycle.
Java,Backend,TECHNICAL,MEDIUM,What is the difference between @Component @Service and @Repository?
Java,Backend,TECHNICAL,MEDIUM,What is Spring AOP and how does it work?
Java,Backend,TECHNICAL,MEDIUM,What is Hibernate and how does it relate to JPA?
Java,Backend,TECHNICAL,MEDIUM,Explain the concept of lazy loading and eager loading.
Java,Backend,TECHNICAL,MEDIUM,What are the different states of a Hibernate entity?
Java,Backend,TECHNICAL,MEDIUM,What is the difference between @RestController and @Controller?
Java,Backend,TECHNICAL,MEDIUM,How does Spring Security work?
Java,Backend,TECHNICAL,MEDIUM,What are Java Streams and how do you use them?
Java,Backend,TECHNICAL,MEDIUM,What is the difference between Comparator and Comparable?
Java,Backend,TECHNICAL,MEDIUM,What are functional interfaces and lambda expressions?
Java,Backend,TECHNICAL,MEDIUM,What is multithreading in Java?
Java,Backend,TECHNICAL,MEDIUM,What is the difference between synchronized and volatile?
Java,Backend,TECHNICAL,MEDIUM,What is REST API and how do you implement it in Spring?
Java,Backend,TECHNICAL,MEDIUM,What is the difference between PUT and PATCH?
Java,Backend,TECHNICAL,MEDIUM,How do you handle exceptions in Spring Boot?
Java,Backend,TECHNICAL,MEDIUM,What is Spring Data JPA?
Java,Backend,TECHNICAL,HARD,Explain the Java Memory Model and happens-before relationship.
Java,Backend,TECHNICAL,HARD,How does the JVM optimize code execution?
Java,Backend,TECHNICAL,HARD,What are the different types of class loaders in Java?
Java,Backend,TECHNICAL,HARD,Explain Spring's transaction management in depth.
Java,Backend,TECHNICAL,HARD,What is the N+1 query problem and how do you solve it?
Java,Backend,TECHNICAL,HARD,How would you implement custom authentication in Spring Security?
Java,Backend,TECHNICAL,HARD,Explain the differences between optimistic and pessimistic locking.
Java,Backend,TECHNICAL,HARD,What are the best practices for building microservices with Spring Boot?
Java,Backend,TECHNICAL,HARD,How does Spring Cloud work for distributed systems?
Java,Backend,TECHNICAL,HARD,What is reactive programming with Spring WebFlux?
Java,Backend,TECHNICAL,HARD,How would you implement caching strategies in Spring?
Java,Backend,TECHNICAL,HARD,Explain the ThreadLocal and its use cases.
Java,Backend,TECHNICAL,HARD,How do you handle distributed transactions?
Java,Backend,TECHNICAL,HARD,What are the performance optimization techniques for Hibernate?
Java,Backend,TECHNICAL,HARD,How would you design a highly scalable Java application?
Java,Backend,HR,EASY,Tell me about yourself and your Java backend experience.
Java,Backend,HR,EASY,Why did you choose Java for backend development?
Java,Backend,HR,EASY,What do you find most valuable about Java ecosystem?
Java,Backend,HR,EASY,How do you stay updated with Java and Spring Framework?
Java,Backend,HR,EASY,Describe a Java backend project you worked on.
Java,Backend,HR,EASY,What challenges do you face with Java development?
Java,Backend,HR,EASY,What tools and IDEs do you use for Java?
Java,Backend,HR,EASY,How do you debug Java applications?
Java,Backend,HR,EASY,What is your experience with Spring Boot?
Java,Backend,HR,EASY,What motivates you as a Java developer?
Java,Backend,HR,MEDIUM,Describe a complex Spring Boot application you built.
Java,Backend,HR,MEDIUM,How do you handle performance optimization in Java?
Java,Backend,HR,MEDIUM,Tell me about implementing microservices with Spring Cloud.
Java,Backend,HR,MEDIUM,How do you approach testing in Java applications?
Java,Backend,HR,MEDIUM,Describe your experience with Hibernate and JPA.
Java,Backend,HR,MEDIUM,How do you ensure code quality in Java projects?
Java,Backend,HR,MEDIUM,Tell me about a production bug you resolved.
Java,Backend,HR,MEDIUM,How do you handle database transactions and concurrency?
Java,Backend,HR,MEDIUM,Describe implementing security in Spring applications.
Java,Backend,HR,MEDIUM,How do you manage Java project dependencies?
Java,Backend,HR,MEDIUM,Tell me about working with message queues in Java.
Java,Backend,HR,MEDIUM,How do you approach API design and documentation?
Java,Backend,HR,MEDIUM,Describe optimizing database queries in Hibernate.
Java,Backend,HR,MEDIUM,How do you handle deployment and DevOps for Java apps?
Java,Backend,HR,MEDIUM,Tell me about mentoring junior Java developers.
Java,Backend,HR,HARD,Describe architecting a large-scale enterprise Java application.
Java,Backend,HR,HARD,How would you scale a Java application to handle millions of requests?
Java,Backend,HR,HARD,Tell me about resolving a critical production outage.
Java,Backend,HR,HARD,How do you design for high availability in Java services?
Java,Backend,HR,HARD,Describe migrating a legacy Java application to microservices.
Java,Backend,HR,HARD,How would you implement complex distributed transactions?
Java,Backend,HR,HARD,Tell me about establishing Java coding standards for a team.
Java,Backend,HR,HARD,How do you handle data consistency in distributed systems?
Java,Backend,HR,HARD,Describe implementing observability in Java applications.
Java,Backend,HR,HARD,How would you lead a Java development team?
PHP,Backend,TECHNICAL,EASY,What is PHP and what is it used for?
PHP,Backend,TECHNICAL,EASY,What is the difference between echo and print?
PHP,Backend,TECHNICAL,EASY,What are variables in PHP and how do you declare them?
PHP,Backend,TECHNICAL,EASY,What is the difference between single and double quotes in PHP?
PHP,Backend,TECHNICAL,EASY,What are arrays in PHP?
PHP,Backend,TECHNICAL,EASY,What is the difference between indexed and associative arrays?
PHP,Backend,TECHNICAL,EASY,What are functions in PHP?
PHP,Backend,TECHNICAL,EASY,What is the difference between GET and POST methods?
PHP,Backend,TECHNICAL,EASY,How do you connect to a MySQL database in PHP?
PHP,Backend,TECHNICAL,EASY,What is Laravel framework?
PHP,Backend,TECHNICAL,EASY,What is Composer in PHP?
PHP,Backend,TECHNICAL,EASY,What are superglobal variables in PHP?
PHP,Backend,TECHNICAL,EASY,What is the purpose of $_SESSION?
PHP,Backend,TECHNICAL,EASY,What is the difference between include and require?
PHP,Backend,TECHNICAL,EASY,How do you handle forms in PHP?
PHP,Backend,TECHNICAL,MEDIUM,Explain the MVC architecture in Laravel.
PHP,Backend,TECHNICAL,MEDIUM,What is Eloquent ORM and how does it work?
PHP,Backend,TECHNICAL,MEDIUM,What are traits in PHP and when would you use them?
PHP,Backend,TECHNICAL,MEDIUM,What is the difference between abstract classes and interfaces?
PHP,Backend,TECHNICAL,MEDIUM,How do you implement authentication in Laravel?
PHP,Backend,TECHNICAL,MEDIUM,What are Laravel middleware and how do they work?
PHP,Backend,TECHNICAL,MEDIUM,What is dependency injection in PHP?
PHP,Backend,TECHNICAL,MEDIUM,Explain namespaces in PHP and their importance.
PHP,Backend,TECHNICAL,MEDIUM,What are PDO and prepared statements?
PHP,Backend,TECHNICAL,MEDIUM,How do you prevent SQL injection in PHP?
PHP,Backend,TECHNICAL,MEDIUM,What is session management in PHP?
PHP,Backend,TECHNICAL,MEDIUM,What are cookies and how do you use them?
PHP,Backend,TECHNICAL,MEDIUM,How do you handle file uploads in PHP?
PHP,Backend,TECHNICAL,MEDIUM,What is the difference between == and === in PHP?
PHP,Backend,TECHNICAL,MEDIUM,What are Laravel migrations and seeders?
PHP,Backend,TECHNICAL,MEDIUM,How do you implement validation in Laravel?
PHP,Backend,TECHNICAL,MEDIUM,What is Laravel's service container?
PHP,Backend,TECHNICAL,MEDIUM,What are Laravel facades?
PHP,Backend,TECHNICAL,MEDIUM,How do you implement RESTful APIs in Laravel?
PHP,Backend,TECHNICAL,MEDIUM,What is CSRF protection and how does Laravel handle it?
PHP,Backend,TECHNICAL,HARD,Explain PHP's garbage collection mechanism.
PHP,Backend,TECHNICAL,HARD,How does PHP handle memory management and references?
PHP,Backend,TECHNICAL,HARD,What are generators in PHP and their use cases?
PHP,Backend,TECHNICAL,HARD,Explain the Laravel request lifecycle in detail.
PHP,Backend,TECHNICAL,HARD,How would you optimize PHP application performance?
PHP,Backend,TECHNICAL,HARD,What are the differences between PHP-FPM and mod_php?
PHP,Backend,TECHNICAL,HARD,How do you implement caching strategies in Laravel?
PHP,Backend,TECHNICAL,HARD,What is Laravel's queue system and how does it work?
PHP,Backend,TECHNICAL,HARD,How would you implement microservices with PHP?
PHP,Backend,TECHNICAL,HARD,Explain Laravel's event and listener system.
PHP,Backend,TECHNICAL,HARD,What are the best practices for securing PHP applications?
PHP,Backend,TECHNICAL,HARD,How do you handle concurrent requests in PHP?
PHP,Backend,TECHNICAL,HARD,What is Laravel Horizon and how does it manage queues?
PHP,Backend,TECHNICAL,HARD,How would you implement real-time features in Laravel?
PHP,Backend,TECHNICAL,HARD,What are the performance implications of Eloquent vs Query Builder?
PHP,Backend,HR,EASY,Tell me about yourself and your PHP development experience.
PHP,Backend,HR,EASY,Why did you choose PHP for backend development?
PHP,Backend,HR,EASY,What do you find most useful about PHP?
PHP,Backend,HR,EASY,How do you stay updated with PHP and Laravel?
PHP,Backend,HR,EASY,Describe a PHP project you have worked on.
PHP,Backend,HR,EASY,What challenges do you face with PHP development?
PHP,Backend,HR,EASY,What frameworks have you worked with?
PHP,Backend,HR,EASY,How do you debug PHP applications?
PHP,Backend,HR,EASY,What tools do you use for PHP development?
PHP,Backend,HR,EASY,What motivates you as a PHP developer?
PHP,Backend,HR,MEDIUM,Describe a complex Laravel application you built.
PHP,Backend,HR,MEDIUM,How do you optimize PHP application performance?
PHP,Backend,HR,MEDIUM,Tell me about implementing authentication systems.
PHP,Backend,HR,MEDIUM,How do you approach testing in PHP applications?
PHP,Backend,HR,MEDIUM,Describe your experience with database optimization.
PHP,Backend,HR,MEDIUM,How do you ensure code quality in PHP projects?
PHP,Backend,HR,MEDIUM,Tell me about a challenging bug you solved.
PHP,Backend,HR,MEDIUM,How do you handle API development and versioning?
PHP,Backend,HR,MEDIUM,Describe working with third-party integrations.
PHP,Backend,HR,MEDIUM,How do you manage dependencies with Composer?
PHP,Backend,HR,MEDIUM,Tell me about implementing queues and background jobs.
PHP,Backend,HR,MEDIUM,How do you approach security in PHP applications?
PHP,Backend,HR,MEDIUM,Describe your experience with Laravel Eloquent.
PHP,Backend,HR,MEDIUM,How do you handle deployment and server management?
PHP,Backend,HR,MEDIUM,Tell me about mentoring junior PHP developers.
PHP,Backend,HR,HARD,Describe architecting a large-scale Laravel application.
PHP,Backend,HR,HARD,How would you scale a PHP application to millions of users?
PHP,Backend,HR,HARD,Tell me about resolving a critical production issue.
PHP,Backend,HR,HARD,How do you design for high availability in PHP?
PHP,Backend,HR,HARD,Describe migrating a legacy PHP application to Laravel.
PHP,Backend,HR,HARD,How would you implement complex business logic efficiently?
PHP,Backend,HR,HARD,Tell me about establishing PHP coding standards.
PHP,Backend,HR,HARD,How do you handle data consistency in distributed systems?
PHP,Backend,HR,HARD,Describe implementing monitoring and logging at scale.
PHP,Backend,HR,HARD,How would you lead a PHP development team?
Go,Backend,TECHNICAL,EASY,What is Go and why is it used for backend development?
Go,Backend,TECHNICAL,EASY,What are the key features of Go language?
Go,Backend,TECHNICAL,EASY,What is a goroutine?
Go,Backend,TECHNICAL,EASY,What is a channel in Go?
Go,Backend,TECHNICAL,EASY,What is the difference between array and slice?
Go,Backend,TECHNICAL,EASY,What are maps in Go?
Go,Backend,TECHNICAL,EASY,What is a struct in Go?
Go,Backend,TECHNICAL,EASY,What is an interface in Go?
Go,Backend,TECHNICAL,EASY,How do you handle errors in Go?
Go,Backend,TECHNICAL,EASY,What is the defer keyword used for?
Go,Backend,TECHNICAL,EASY,What is a pointer in Go?
Go,Backend,TECHNICAL,EASY,What is the difference between make and new?
Go,Backend,TECHNICAL,EASY,What is a package in Go?
Go,Backend,TECHNICAL,EASY,What is Go modules?
Go,Backend,TECHNICAL,EASY,How do you create an HTTP server in Go?
Go,Backend,TECHNICAL,MEDIUM,Explain how goroutines are scheduled and managed.
Go,Backend,TECHNICAL,MEDIUM,What is the difference between buffered and unbuffered channels?
Go,Backend,TECHNICAL,MEDIUM,How does the Go garbage collector work?
Go,Backend,TECHNICAL,MEDIUM,What are interfaces and how does duck typing work in Go?
Go,Backend,TECHNICAL,MEDIUM,Explain the select statement and its use cases.
Go,Backend,TECHNICAL,MEDIUM,What is the difference between concurrency and parallelism in Go?
Go,Backend,TECHNICAL,MEDIUM,How do you implement context in Go?
Go,Backend,TECHNICAL,MEDIUM,What are empty interfaces and type assertions?
Go,Backend,TECHNICAL,MEDIUM,How does method receiver work in Go?
Go,Backend,TECHNICAL,MEDIUM,What is the purpose of sync package in Go?
Go,Backend,TECHNICAL,MEDIUM,How do you implement middleware in Go HTTP servers?
Go,Backend,TECHNICAL,MEDIUM,What are closures in Go?
Go,Backend,TECHNICAL,MEDIUM,How do you handle JSON encoding and decoding?
Go,Backend,TECHNICAL,MEDIUM,What is reflection in Go and when would you use it?
Go,Backend,TECHNICAL,MEDIUM,How do you implement testing in Go?
Go,Backend,TECHNICAL,MEDIUM,What are Go build tags?
Go,Backend,TECHNICAL,MEDIUM,How do you work with databases in Go?
Go,Backend,TECHNICAL,MEDIUM,What is the difference between panic and error?
Go,Backend,TECHNICAL,MEDIUM,How do you implement graceful shutdown in Go?
Go,Backend,TECHNICAL,MEDIUM,What are worker pools in Go?
Go,Backend,TECHNICAL,HARD,Explain the Go memory model and happens-before guarantees.
Go,Backend,TECHNICAL,HARD,How does Go's runtime scheduler work with M:N threading?
Go,Backend,TECHNICAL,HARD,What are the best practices for avoiding goroutine leaks?
Go,Backend,TECHNICAL,HARD,How would you implement custom memory allocators in Go?
Go,Backend,TECHNICAL,HARD,Explain the trade-offs of different concurrency patterns.
Go,Backend,TECHNICAL,HARD,How do you optimize Go applications for performance?
Go,Backend,TECHNICAL,HARD,What are the internals of Go channels?
Go,Backend,TECHNICAL,HARD,How would you implement rate limiting in Go?
Go,Backend,TECHNICAL,HARD,What are the best practices for building microservices in Go?
Go,Backend,TECHNICAL,HARD,How do you handle distributed tracing in Go applications?
Go,Backend,TECHNICAL,HARD,What are generics in Go and their limitations?
Go,Backend,TECHNICAL,HARD,How would you implement a custom HTTP router?
Go,Backend,TECHNICAL,HARD,Explain the escape analysis in Go compiler.
Go,Backend,TECHNICAL,HARD,How do you implement circuit breakers in Go?
Go,Backend,TECHNICAL,HARD,What are the strategies for handling backpressure in Go?
Go,Backend,HR,EASY,Tell me about yourself and your Go programming experience.
Go,Backend,HR,EASY,Why did you choose Go for backend development?
Go,Backend,HR,EASY,What do you find most powerful about Go?
Go,Backend,HR,EASY,How do you stay updated with Go ecosystem?
